Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HIVE-15766,13039163,DBNotificationlistener leaks JDOPersistenceManager,vgumashta,vgumashta,Major,Resolved,Fixed,31/Jan/17 11:56,19/Sep/17 06:19,
Bug,HIVE-15752,13038947,MSCK should add output WriteEntity for table in semantic analysis,thejas,thejas,Major,Closed,Fixed,30/Jan/17 17:46,25/Jul/17 20:05,
Bug,HIVE-15746,13038569,Fix default delimiter2 in str_to_map UDF or in method description,apivovarov,apivovarov,Trivial,Resolved,Fixed,27/Jan/17 22:52,24/Jun/20 00:28,
Bug,HIVE-15679,13036501,"Some metastore metrics always contains column=null (write_column_statistics, write_partition_column_statistics)",pvary,pvary,Trivial,Resolved,Fixed,20/Jan/17 10:33,21/Jul/17 18:36,
Bug,HIVE-15585,13033774,LLAP failed to start on a host with only 1 cp,amagyar,amagyar,Major,Resolved,Duplicate,11/Jan/17 16:23,07/Feb/17 15:22,
Bug,HIVE-15386,13026573,Expose Spark task counts and stage Ids information in SparkTask from SparkJobMonitor,zxu,zxu,Major,Resolved,Fixed,08/Dec/16 05:54,21/Jul/17 18:26,
Bug,HIVE-15306,13024178,Change NOTICE file to account for JSON license components,prasanth_j,jcamacho,Major,Closed,Fixed,29/Nov/16 19:01,27/Feb/24 22:23,
Bug,HIVE-15137,13018362,metastore add partitions background thread should use current username,daijy,thejas,Major,Closed,Fixed,05/Nov/16 04:21,08/Dec/16 14:10,
Bug,HIVE-14884,13009556,Test result cleanup before 2.1.1 release,jcamacho,pvary,Major,Resolved,Fixed,04/Oct/16 13:54,27/Feb/24 22:24,
Bug,HIVE-14865,13008790,Fix comments after HIVE-14350,ekoifman,ekoifman,Major,Closed,Fixed,30/Sep/16 01:54,01/Oct/19 22:07,
Bug,HIVE-14766,13005254,ObjectStore.initialize() needs retry mechanisms in case of connection failures,sushanth,sushanth,Major,Closed,Fixed,15/Sep/16 20:20,08/Dec/16 14:10,
Bug,HIVE-14706,13002905,Lineage information not set properly,pxiong,svimal2106,Critical,Closed,Fixed,06/Sep/16 12:55,26/Jul/17 03:29,
Bug,HIVE-14634,13000129,TxnHandler.heartbeatTxnRange() can be done in 1 SQL statement,ekoifman,ekoifman,Major,Resolved,Fixed,25/Aug/16 18:49,21/Jul/17 18:12,
Bug,HIVE-14447,12995358,Set HIVE_TRANSACTIONAL_TABLE_SCAN to the correct job conf for FetchOperator,prasanth_j,wzheng,Major,Closed,Fixed,05/Aug/16 21:54,08/Dec/16 14:09,
Bug,HIVE-14446,12995354,Add switch to control BloomFilter in Hybrid grace hash join and make the FPP adjustable,wzheng,wzheng,Major,Closed,Fixed,05/Aug/16 21:51,08/Dec/16 14:09,
Bug,HIVE-14433,12995032,refactor LLAP plan cache avoidance and fix issue in merge processor,sershe,sershe,Major,Closed,Fixed,04/Aug/16 21:02,08/Dec/16 14:16,
Bug,HIVE-14420,12994758,Fix orc_llap_counters.q test failure in master,prasanth_j,prasanth_j,Major,Closed,Fixed,04/Aug/16 00:32,26/Jul/17 03:30,
Bug,HIVE-14414,12994660,Fix TestHiveMetaStoreTxns UTs,ekoifman,ekoifman,Major,Closed,Fixed,03/Aug/16 18:26,08/Dec/16 14:15,
Bug,HIVE-14357,12992913,TestDbTxnManager2#testLocksInSubquery failing in branch-2.1,sershe,prongs,Major,Closed,Fixed,27/Jul/16 12:35,08/Dec/16 14:16,
Bug,HIVE-14350,12992784,"Aborted txns cause false positive ""Not enough history available..."" msgs",ekoifman,ekoifman,Critical,Closed,Fixed,27/Jul/16 02:47,08/Dec/16 14:15,
Bug,HIVE-14348,12992758,Add tests for alter table exchange partition,vgumashta,vgumashta,Blocker,Resolved,Fixed,26/Jul/16 23:13,21/Jul/17 17:55,
Bug,HIVE-14346,12992728,Change the default value for hive.mapred.mode to null,csun,csun,Major,Resolved,Fixed,26/Jul/16 21:18,22/Sep/17 13:39,
Bug,HIVE-14311,12991911,No need to schedule Heartbeat task if the query doesn't require locks,wzheng,wzheng,Major,Closed,Fixed,22/Jul/16 17:56,08/Dec/16 14:15,
Bug,HIVE-14253,12989927,Fix MinimrCliDriver test failure,prasanth_j,prasanth_j,Major,Closed,Fixed,15/Jul/16 20:15,08/Dec/16 14:26,
Bug,HIVE-14223,12988972,beeline should look for jdbc standalone jar in dist/jdbc dir instead of dist/lib,prasanth_j,prasanth_j,Major,Closed,Fixed,13/Jul/16 03:45,27/Jan/17 02:44,
