Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HIVE-22522,13269723,llap doesn't work using complex join operation,oceanhaiyang,oceanhaiyang,Major,Resolved,Fixed,21/Nov/19 03:27,02/Dec/19 04:14,
Bug,HIVE-22368,13263026,Hive JDBC Storage Handler: some mysql data type can not be cast to hive data type,zhangbutao,zhangbutao,Major,Closed,Won't Fix,18/Oct/19 07:20,11/Sep/23 16:52,
Bug,HIVE-22325,13261621,variable expansion doesn't work in beeline-site.xml,aespinosa,aespinosa,Major,Closed,Duplicate,10/Oct/19 18:23,16/Nov/22 13:50,
Bug,HIVE-22173,13255087,Query with multiple lateral views hangs during compilation,zabetak,Rajkumar Singh,Critical,Closed,Fixed,05/Sep/19 20:57,15/Aug/23 06:33,
Bug,HIVE-22170,13254887,from_unixtime and unix_timestamp should use user session time zone,jcamacho,rtrivedi12,Major,Closed,Fixed,05/Sep/19 01:32,27/Feb/24 22:23,
Bug,HIVE-22113,13250846,Prevent LLAP shutdown on AMReporter related RuntimeException,odraese,odraese,Major,Resolved,Fixed,14/Aug/19 18:34,01/Dec/22 09:02,
Bug,HIVE-22075,13248443,Fix the max-reducers=1 regression from HIVE-14200,gopalv,jcamacho,Major,Closed,Fixed,01/Aug/19 22:28,27/Feb/24 22:24,
Bug,HIVE-22056,13247327,"Beeline started with -f <script-file>, exit code is 0 even if unable to connect to HS2",himanshum,himanshum,Major,Closed,Invalid,26/Jul/19 14:05,16/Nov/22 13:50,
Bug,HIVE-22054,13247273,Avoid recursive listing to check if a directory is empty,prabhas,prabhas,Major,Closed,Fixed,26/Jul/19 10:38,07/Dec/22 02:50,
Bug,HIVE-22009,13245829,CTLV with user specified location is not honoured ,nareshpr,nareshpr,Major,Resolved,Fixed,18/Jul/19 16:44,24/Jul/19 15:45,
Bug,HIVE-21986,13244189,HiveServer Web UI: Setting the Strict-Transport-Security in default response header,Rajkumar Singh,Rajkumar Singh,Major,Closed,Fixed,10/Jul/19 22:51,17/Nov/22 08:51,
Bug,HIVE-21966,13243616,Llap external client - Arrow Serializer throws ArrayIndexOutOfBoundsException in some cases,ShubhamChaurasia,ShubhamChaurasia,Major,Closed,Fixed,08/Jul/19 09:20,17/Nov/22 08:50,
Bug,HIVE-21935,13242241,Hive Vectorization : degraded performance with vectorize UDF  ,mustafaiman,Rajkumar Singh,Major,Closed,Fixed,28/Jun/19 21:42,05/Jun/23 19:51,
Bug,HIVE-21927,13241854,HiveServer Web UI: Setting the HttpOnly option in the cookies,Rajkumar Singh,Rajkumar Singh,Major,Closed,Fixed,27/Jun/19 05:58,17/Nov/22 08:50,
Bug,HIVE-21917,13241268,COMPLETED_TXN_COMPONENTS table is never cleaned up unless Compactor runs,dkuzmenko,ccondit,Major,Closed,Fixed,24/Jun/19 14:40,17/Nov/22 08:50,
Bug,HIVE-21901,13240580,Join queries across different datasources (Druid and JDBC StorageHandler),,subramaniraju,Major,Resolved,Duplicate,20/Jun/19 05:36,09/Jul/19 17:54,
Bug,HIVE-21897,13240525,Setting serde / serde properties for partitions,mgergely,mgergely,Major,Closed,Invalid,19/Jun/19 22:46,16/Nov/22 13:50,
Bug,HIVE-21896,13240500,SHOW FUNCTIONS / SHOW FUNCTIONS LIKE - clarify,mgergely,mgergely,Major,Closed,Fixed,19/Jun/19 20:24,17/Nov/22 08:50,
Bug,HIVE-21864,13238934,LlapBaseInputFormat#closeAll() throws ConcurrentModificationException,ShubhamChaurasia,ShubhamChaurasia,Major,Closed,Fixed,12/Jun/19 05:40,17/Nov/22 08:50,
Bug,HIVE-21831,13237526,Stats should be reset correctly during load of a partitioned ACID table,dlavati,dlavati,Major,Closed,Fixed,04/Jun/19 15:52,17/Nov/22 08:49,
Bug,HIVE-21821,13237163,Backport HIVE-21739 to branch-3.1,aditya-shah,aditya-shah,Major,Closed,Fixed,03/Jun/19 06:52,01/Oct/19 22:07,
Bug,HIVE-21808,13236570,Backport HIVE-21786 to branch-3.1,gates,gates,Major,Closed,Fixed,30/May/19 19:19,26/Aug/19 21:21,
Bug,HIVE-21791,13235409,Fix Surrogate Key issue for insert with select with limit operations,mgergely,mgergely,Major,Closed,Fixed,24/May/19 14:13,17/Nov/22 08:50,
Bug,HIVE-21786,13235210,Update repo URLs in poms,gates,gates,Major,Closed,Fixed,23/May/19 18:50,17/Nov/22 08:50,
Bug,HIVE-21768,13234744,JDBC: Strip the default union prefix for un-enclosed UNION queries,gopalv,gopalv,Major,Closed,Fixed,21/May/19 22:51,27/Feb/24 22:23,
Bug,HIVE-21758,13234404,DBInstall tests broken on master and branch-3.1,aditya-shah,gates,Major,Closed,Fixed,20/May/19 22:10,21/Oct/22 06:57,
Bug,HIVE-21756,13234270,Backport HIVE-21404 to branch-3: MSSQL upgrade script alters the wrong column,dlavati,dlavati,Major,Closed,Fixed,20/May/19 11:00,26/Aug/19 21:21,
Bug,HIVE-21755,13234269,Backport HIVE-21462 to branch-3: Upgrading SQL server backed metastore when changing data type of a column with constraints,dlavati,dlavati,Major,Closed,Fixed,20/May/19 10:57,01/Dec/22 09:26,
Bug,HIVE-21742,13233802,Vectorization: CASE result type casting,vgarg,gopalv,Major,Closed,Fixed,16/May/19 15:51,17/Nov/22 08:50,
Bug,HIVE-21741,13233782,Backport HIVE-20221 & related fix HIVE-20833 to branch-3: Increase column width for partition_params,dlavati,dlavati,Major,Resolved,Fixed,16/May/19 13:57,09/Aug/23 11:23,
Bug,HIVE-21698,13231923,TezSessionState#ensureLocalResources() causes IndexOutOfBoundsException while localizing resources,nareshpr,ShubhamChaurasia,Major,Closed,Fixed,07/May/19 04:21,17/Nov/22 08:50,
Bug,HIVE-21686,13231390,Brute Force eviction can lead to a random uncontrolled eviction pattern.,bslim,bslim,Major,Closed,Fixed,03/May/19 01:08,17/Nov/22 08:50,
Bug,HIVE-21675,13231147,CREATE VIEW IF NOT EXISTS broken,tlipcon,tlipcon,Critical,Closed,Fixed,01/May/19 21:34,27/Feb/24 22:23,
Bug,HIVE-21660,13230606,Wrong result when union all and later view with explode is used,ganeshas,ganeshas,Major,Closed,Fixed,29/Apr/19 06:37,27/Feb/24 22:23,
Bug,HIVE-21641,13229364,Llap external client returns decimal columns in different precision/scale as compared to beeline,ShubhamChaurasia,ShubhamChaurasia,Major,Closed,Fixed,22/Apr/19 12:20,27/Feb/24 22:23,
Bug,HIVE-21631,13228901,Enhance metastore API to allow bulk-loading materialized views,jcamacho,ccondit,Major,Closed,Fixed,18/Apr/19 16:39,27/Feb/24 22:24,
Bug,HIVE-21540,13224765,Query with join condition having date literal throws SemanticException.,sankarh,sankarh,Major,Closed,Fixed,29/Mar/19 08:29,21/Oct/22 06:57,
Bug,HIVE-21531,13224489,Vectorization: all NULL hashcodes are not computed using Murmur3,gopalv,gopalv,Critical,Closed,Fixed,28/Mar/19 05:53,27/Feb/24 22:23,
Bug,HIVE-21517,13224161,Fix AggregateStatsCache,mgergely,mgergely,Major,Closed,Fixed,26/Mar/19 23:14,17/Nov/22 08:51,
Bug,HIVE-21516,13224160,Fix spark downloading for q tests,mgergely,mgergely,Major,Closed,Fixed,26/Mar/19 22:44,17/Nov/22 08:50,
Bug,HIVE-21513,13224135,ACID: Running merge concurrently with minor compaction causes a later select * to throw exception ,vgumashta,vgumashta,Major,Closed,Duplicate,26/Mar/19 20:28,16/Nov/22 13:50,
Bug,HIVE-21507,13223963,Hive swallows NPE if no delegation token found,dionusos,dionusos,Critical,Closed,Fixed,26/Mar/19 07:02,17/Nov/22 08:50,
Bug,HIVE-21493,13223414,BuddyAllocator - Metrics count for allocated arenas wrong if preallocation is done,odraese,odraese,Trivial,Closed,Fixed,22/Mar/19 18:22,17/Nov/22 08:50,
Bug,HIVE-21487,13223112,COMPLETED_COMPACTIONS and COMPACTION_QUEUE table missing appropriate indexes,lpinter,tlipcon,Major,Resolved,Fixed,21/Mar/19 15:48,27/Feb/20 08:21,
Bug,HIVE-21460,13222058,ACID: Load data followed by a select * query results in incorrect results,vgumashta,bgoerlitz,Blocker,Closed,Fixed,16/Mar/19 07:08,17/Nov/22 08:50,
Bug,HIVE-21397,13219887,BloomFilter for hive Managed [ACID] table does not work as expected,dkuzmenko,vaibhav_hnw,Blocker,Closed,Fixed,06/Mar/19 11:58,17/Nov/22 08:50,
Bug,HIVE-21345,13218560,Hive CLIDriver  parses sql statement  incorrectly,feiwang,feiwang,Major,Resolved,Not A Bug,28/Feb/19 08:10,28/Feb/19 13:33,
Bug,HIVE-21280,13216146,Null pointer exception on running compaction against a MM table.,aditya-shah,aditya-shah,Major,Closed,Fixed,16/Feb/19 11:28,17/Nov/22 08:55,
Bug,HIVE-21257,13215403,Vectorized LENGTH UDF doesn't respect the max length of VARCHAR or CHAR in Hive 3+,teddy.choi,teddy.choi,Major,Resolved,Not A Problem,13/Feb/19 05:43,14/Feb/19 07:56,
Bug,HIVE-21218,13213949,KafkaSerDe doesn't support topics created via Confluent Avro serializer,mcginnda,milan.baran,Major,Resolved,Fixed,05/Feb/19 15:45,18/Jun/20 04:48,
Bug,HIVE-21167,13211898,Bucketing: Bucketing version 1 is incorrectly partitioning data,djaiswal,vgumashta,Major,Closed,Fixed,25/Jan/19 18:24,01/Dec/22 08:58,
Bug,HIVE-21164,13211710,ACID: explore how we can avoid a move step during inserts/compaction,kuczoram,vgumashta,Major,Closed,Fixed,25/Jan/19 02:00,17/Nov/22 08:54,
Bug,HIVE-21111,13208474,ConditionalTask cannot be cast to MapRedTask,qunyan,qunyan,Major,Closed,Fixed,09/Jan/19 06:11,17/Nov/22 08:55,
Bug,HIVE-21074,13206780,Hive bucketed table query pruning does not work for IS NOT NULL condition,szita,thaibui,Minor,Closed,Fixed,28/Dec/18 08:23,17/Nov/22 08:55,
Bug,HIVE-21052,13205008,Make sure transactions get cleaned if they are aborted before addPartitions is called,jmarhuen,jmarhuen,Critical,Resolved,Fixed,17/Dec/18 23:05,05/Oct/21 08:36,
Bug,HIVE-21039,13204307,CURRENT_TIMESTAMP returns value in UTC time zone,jcamacho,zvez,Major,Closed,Fixed,13/Dec/18 19:00,27/Feb/24 22:24,
Bug,HIVE-21029,13203630,External table replication for existing deployments running incremental replication.,sankarh,anishek,Critical,Closed,Fixed,11/Dec/18 06:05,17/Nov/22 08:55,
Bug,HIVE-21002,13202295,TIMESTAMP - Backwards incompatible change: Hive 3.1 reads back Avro and Parquet timestamps written by Hive 2.x incorrectly,,zi,Major,Resolved,Fixed,04/Dec/18 15:42,03/Sep/19 11:00,
Bug,HIVE-20979,13201028,Fix memory leak in hive streaming,ShubhamChaurasia,ShubhamChaurasia,Critical,Closed,Fixed,28/Nov/18 08:06,17/Nov/22 08:54,
Bug,HIVE-20951,13199689,LLAP: Set Xms to 50% always ,gopalv,gopalv,Major,Closed,Fixed,20/Nov/18 20:27,17/Nov/22 08:54,
Bug,HIVE-20935,13199044,Upload of llap package tarball fails in EC2 causing LLAP service start failure,gsaha,gsaha,Major,Closed,Fixed,16/Nov/18 21:58,17/Nov/22 08:55,
Bug,HIVE-20899,13197500,Keytab URI for LLAP YARN Service is restrictive to support HDFS only,gsaha,gsaha,Major,Closed,Fixed,09/Nov/18 20:29,17/Nov/22 08:54,
Bug,HIVE-20872,13196621,Creating information_schema and sys schema via schematool fails with parser error,,cons0l3,Critical,Resolved,Duplicate,06/Nov/18 15:55,12/Dec/18 13:44,
Bug,HIVE-20318,13177135,NullPointerException when union with lateral view,ryu_kobayashi,tiana528,Blocker,Resolved,Duplicate,06/Aug/18 15:16,05/Aug/24 01:22,06/Aug/18 00:00
Bug,HIVE-18284,13125273,NPE when inserting data with 'distribute by' clause with dynpart sort optimization,srahman,tanakahda,Major,Closed,Fixed,15/Dec/17 16:36,17/Nov/22 13:14,
Bug,HIVE-14737,13004289,Problem accessing /logs in a Kerberized Hive Server 2 Web UI,Rajkumar Singh,morhidi,Major,Closed,Fixed,12/Sep/16 12:51,17/Nov/22 08:55,
