Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HIVE-15329,13024796,NullPointerException might occur when create table,winningalong,winningalong,Major,Resolved,Fixed,01/Dec/16 14:52,21/Jul/17 18:26,
Bug,HIVE-15311,13024258,Analyze column stats should skip non-primitive column types,pxiong,pxiong,Major,Closed,Fixed,29/Nov/16 23:52,26/Jul/17 00:03,
Bug,HIVE-15297,13023875,Hive should not split semicolon within quoted string literals,pxiong,pxiong,Major,Closed,Fixed,28/Nov/16 21:44,26/Jul/17 00:03,
Bug,HIVE-15247,13021882,Pass the purge option for drop table to storage handlers,ashutoshc,ashutoshc,Major,Resolved,Fixed,18/Nov/16 23:37,27/Feb/24 22:24,
Bug,HIVE-15234,13021575,Semijoin cardinality estimation can be improved,ashutoshc,ashutoshc,Major,Closed,Fixed,17/Nov/16 20:03,27/Feb/24 22:23,
Bug,HIVE-15160,13019314,Can't order by an unselected column,pxiong,pxiong,Major,Closed,Fixed,08/Nov/16 18:42,27/Feb/24 22:23,
Bug,HIVE-15110,13017092,JDBC standalone jar is missing classes from hadoop-commons jar.,,ggregory,Major,Resolved,Duplicate,02/Nov/16 04:50,02/Nov/16 05:58,
Bug,HIVE-15096,13016317,hplsql registerUDF conflicts with pom.xml,ferhui,ferhui,Major,Resolved,Fixed,29/Oct/16 03:00,21/Jul/17 18:26,
Bug,HIVE-15054,13015122,Hive insertion query execution fails on Hive on Spark,aihuaxu,aihuaxu,Major,Resolved,Fixed,25/Oct/16 15:53,21/Jul/17 18:26,
Bug,HIVE-14742,13004595,Hive on spark throws NPE exception for union all query ,,aihuaxu,Major,Resolved,Duplicate,13/Sep/16 13:52,13/Sep/16 15:09,
Bug,HIVE-14620,12999755,metrics errors because of conflicts with hadoops older metrics jar,thejas,thejas,Major,Resolved,Invalid,24/Aug/16 19:05,24/Aug/16 19:43,
Bug,HIVE-14393,12993767,Tuple in list feature fails if there's only 1 tuple in the list,pxiong,cartershanklin,Major,Closed,Fixed,31/Jul/16 00:41,08/Dec/16 14:16,
Bug,HIVE-14367,12993124,Estimated size for constant nulls is 0,ashutoshc,ashutoshc,Major,Closed,Fixed,28/Jul/16 02:20,27/Feb/24 22:24,
Bug,HIVE-14342,12992679,Beeline output is garbled when executed from a remote shell,ngangam,ngangam,Major,Closed,Fixed,26/Jul/16 18:16,05/Mar/18 11:37,
Bug,HIVE-14324,12992187,ORC PPD for floats is broken,prasanth_j,prasanth_j,Critical,Closed,Fixed,25/Jul/16 08:23,08/Dec/16 14:15,
Bug,HIVE-14322,12992074,Postgres db issues after Datanucleus 4.x upgrade,sershe,thejas,Major,Closed,Fixed,24/Jul/16 06:42,01/Jun/17 04:40,
Bug,HIVE-14296,12991221,Session count is not decremented when HS2 clients do not shutdown cleanly.,ngangam,ngangam,Major,Closed,Fixed,20/Jul/16 19:22,06/Sep/23 02:57,
Bug,HIVE-14251,12989888,Union All of different types resolves to incorrect data,aihuaxu,aihuaxu,Major,Closed,Fixed,15/Jul/16 18:25,26/Jul/17 03:30,
Bug,HIVE-14241,12989556,"Acid clashes with ConfVars.HIVEFETCHTASKCONVERSION <> ""none""",ekoifman,ekoifman,Critical,Closed,Fixed,14/Jul/16 20:04,08/Dec/16 14:27,
Bug,HIVE-14236,12989344,CTAS with UNION ALL puts the wrong stats in Tez,pxiong,pxiong,Major,Closed,Fixed,14/Jul/16 04:42,08/Dec/16 14:27,
Bug,HIVE-14229,12989238,the jars in hive.aux.jar.paths are not added to session classpath ,aihuaxu,aihuaxu,Major,Closed,Fixed,13/Jul/16 20:03,26/Jul/17 03:29,
Bug,HIVE-14210,12988484,ExecDriver should call jobclient.close() to trigger cleanup,tfriedr,tfriedr,Major,Closed,Fixed,11/Jul/16 23:58,17/Mar/17 19:53,
Bug,HIVE-14153,12986354,Beeline: beeline history doesn't work on Hive2,vgumashta,vgumashta,Major,Closed,Fixed,01/Jul/16 23:51,08/Dec/16 14:27,
Bug,HIVE-14133,12985259,Don't fail config validation for removed configs,ashutoshc,ashutoshc,Major,Resolved,Duplicate,29/Jun/16 22:50,07/Jul/16 22:36,
Bug,HIVE-14132,12985258,Don't fail config validation for removed configs,ashutoshc,ashutoshc,Major,Closed,Fixed,29/Jun/16 22:48,27/Nov/20 12:07,
Bug,HIVE-14038,12979931,miscellaneous acid improvements,ekoifman,ekoifman,Major,Closed,Fixed,16/Jun/16 18:45,27/Feb/24 22:23,
Bug,HIVE-14015,12979203,SMB MapJoin failed for Hive on Spark when kerberized,ychena,ychena,Major,Closed,Fixed,14/Jun/16 23:47,21/Jun/16 15:06,
Bug,HIVE-14006,12978434,Hive query with UNION ALL fails with ArrayIndexOutOfBoundsException,ngangam,ngangam,Major,Closed,Fixed,13/Jun/16 20:32,21/Jun/16 15:06,
Bug,HIVE-13989,12977453,Extended ACLs are not handled according to specification,cdrome,cdrome,Major,Resolved,Fixed,10/Jun/16 00:47,18/Sep/17 04:52,
Bug,HIVE-13932,12975312,Hive SMB Map Join with small set of LIMIT failed with NPE,ychena,ychena,Major,Closed,Fixed,02/Jun/16 21:45,08/Dec/16 14:39,
Bug,HIVE-13858,12972927,LLAP: A preempted task can end up waiting on completeInitialization if some part of the executing code suppressed the interrupt,sseth,sseth,Blocker,Closed,Fixed,26/May/16 01:41,27/Feb/24 22:23,
Bug,HIVE-13844,12972666,Invalid index handler in org.apache.hadoop.hive.ql.index.HiveIndex class,svetozari,svetozari,Minor,Closed,Fixed,25/May/16 09:58,27/Feb/24 22:24,
Bug,HIVE-13837,12972555,current_timestamp() output format is different in some cases,pxiong,pxiong,Major,Closed,Fixed,24/May/16 23:13,21/Jun/16 15:06,
Bug,HIVE-13833,12972459,Add an initial delay when starting the heartbeat,wzheng,wzheng,Minor,Closed,Fixed,24/May/16 17:51,27/Feb/24 22:23,
Bug,HIVE-13829,12972303,"Property ""hive.mapjoin.optimized.keys"" does not exist",sladymon,BigDataOrange,Major,Resolved,Not A Problem,24/May/16 07:22,02/Jun/16 17:02,
Bug,HIVE-13813,12971676,Add Metrics for the number of Hive operations waiting for compile,csun,csun,Major,Resolved,Fixed,20/May/16 21:54,21/Jul/17 17:45,
Bug,HIVE-13809,12971596,Hybrid Grace Hash Join memory usage estimation didn't take into account the bloom filter size,wzheng,wzheng,Major,Closed,Fixed,20/May/16 17:55,27/Feb/24 22:23,
Bug,HIVE-13768,12970094,Distinct functions don't work properly after hive.map.groupby.sorted is default to true,,aihuaxu,Major,Resolved,Not A Problem,16/May/16 18:13,17/May/16 21:19,
Bug,HIVE-13756,12969495,Map failure attempts to delete reducer _temporary directory on multi-query pig query,cdrome,cdrome,Major,Closed,Fixed,13/May/16 09:20,26/Jul/17 03:29,
Bug,HIVE-13754,12969442,Fix resource leak in HiveClientCache,cdrome,cdrome,Major,Closed,Fixed,13/May/16 01:17,26/Jul/17 03:30,
Bug,HIVE-13725,12966571,ACID: Streaming API should synchronize calls when multiple threads use the same endpoint,vgumashta,vgumashta,Critical,Closed,Fixed,10/May/16 00:45,27/Feb/24 22:23,
Bug,HIVE-13704,12965562,Don't call DistCp.execute() instead of DistCp.run(),spena,qwertymaniac,Critical,Closed,Fixed,06/May/16 11:25,23/Aug/18 06:39,
Bug,HIVE-13699,12965430,Make JavaDataModel#get thread safe for parallel compilation,petersla,petersla,Minor,Closed,Fixed,05/May/16 22:14,21/Jun/16 15:08,
Bug,HIVE-13693,12965332,Multi-insert query drops Filter before file output when there is a.val <> b.val,jcamacho,jcamacho,Major,Closed,Fixed,05/May/16 17:40,27/Feb/24 22:23,
Bug,HIVE-13676,12964559,Tests failing because metastore doesn't come up,prongs,prongs,Major,Closed,Fixed,03/May/16 08:15,21/Jun/16 15:08,
Bug,HIVE-13619,12962795,Bucket map join plan is incorrect,vikram.dixit,vikram.dixit,Major,Closed,Fixed,26/Apr/16 22:48,21/Jun/16 15:10,
Bug,HIVE-13618,12962789,Trailing spaces in partition column will be treated differently,pxiong,pxiong,Major,Closed,Fixed,26/Apr/16 22:43,21/Jun/16 15:10,
Bug,HIVE-13608,12962396,We should provide better error message while constraints with duplicate names are created,hsubramaniyan,hsubramaniyan,Major,Closed,Fixed,25/Apr/16 21:12,19/Jul/16 00:23,
Bug,HIVE-13602,12962139,TPCH q16 return wrong result when CBO is on,pxiong,nemon,Major,Closed,Fixed,25/Apr/16 04:07,14/Feb/17 02:56,
Bug,HIVE-13570,12960554,Some queries with Union all fail when CBO is off,ychena,ychena,Major,Closed,Fixed,21/Apr/16 00:51,21/Jun/16 15:10,
Bug,HIVE-13561,12960493,HiveServer2 is leaking ClassLoaders when add jar / temporary functions are used,tleftwich,tleftwich,Major,Closed,Fixed,20/Apr/16 21:41,27/Feb/24 22:24,
Bug,HIVE-13553,12960188,CTE with upperCase alias throws exception,pxiong,pxiong,Minor,Closed,Fixed,20/Apr/16 01:04,21/Jun/16 15:12,
Bug,HIVE-13542,12959818,Missing stats for tables in TPCDS performance regression suite,hsubramaniyan,hsubramaniyan,Major,Closed,Fixed,18/Apr/16 23:10,27/Feb/24 22:23,
Bug,HIVE-13523,12959003,Fix connection leak in ORC RecordReader and refactor for unit testing,poeppt,poeppt,Major,Closed,Fixed,14/Apr/16 23:07,21/Jun/16 15:12,
Bug,HIVE-13512,12958710,Make initializing dag ids in TezWork thread safe for parallel compilation,petersla,petersla,Minor,Closed,Fixed,14/Apr/16 02:54,21/Jun/16 15:12,
Bug,HIVE-13463,12957317,Fix ImportSemanticAnalyzer to allow for different src/dst filesystems,zyork,zyork,Major,Closed,Fixed,08/Apr/16 20:04,21/Jun/16 15:12,
Bug,HIVE-13456,12957001,JDBC: fix Statement.cancel,vgumashta,vgumashta,Major,Resolved,Fixed,07/Apr/16 20:33,26/May/17 13:56,
Bug,HIVE-13452,12956722,StatsOptimizer should return no rows on empty table with group by,pxiong,ashutoshc,Major,Resolved,Fixed,07/Apr/16 02:08,14/Dec/17 16:25,
Bug,HIVE-13440,12956679,remove hiveserver1 scripts and thrift generated files,baluchicken,thejas,Major,Closed,Fixed,06/Apr/16 22:37,21/Jun/16 15:16,
Bug,HIVE-13439,12956657,JDBC: provide a way to retrieve GUID to query Yarn ATS,vgumashta,vgumashta,Major,Closed,Fixed,06/Apr/16 21:20,21/Jun/16 15:16,
Bug,HIVE-13428,12956287,ZK SM in LLAP should have unique paths per cluster,sershe,sershe,Blocker,Closed,Fixed,05/Apr/16 20:53,21/Jun/16 15:16,
Bug,HIVE-13423,12956154,Handle the overflow case for decimal datatype for sum(),aihuaxu,aihuaxu,Major,Closed,Fixed,05/Apr/16 13:49,26/Jul/17 03:30,
Bug,HIVE-13410,12955458,PerfLog metrics scopes not closed if there are exceptions on HS2,szehon,szehon,Major,Closed,Fixed,02/Apr/16 01:22,12/Aug/16 23:27,
Bug,HIVE-13408,12955447,Issue appending HIVE_QUERY_ID without checking if the prefix already exists,vikram.dixit,vikram.dixit,Major,Resolved,Invalid,01/Apr/16 23:58,26/Apr/16 22:44,
Bug,HIVE-13405,12955359,Fix Connection Leak in OrcRawRecordMerger,poeppt,poeppt,Major,Closed,Fixed,01/Apr/16 17:16,21/Jun/16 15:16,
Bug,HIVE-13395,12954819,Lost Update problem in ACID,ekoifman,ekoifman,Blocker,Closed,Fixed,31/Mar/16 00:57,01/Oct/19 22:07,
Bug,HIVE-13394,12954818,Analyze table fails in tez on empty partitions/files/tables,vikram.dixit,vikram.dixit,Major,Closed,Fixed,31/Mar/16 00:54,21/Jun/16 15:16,
Bug,HIVE-13390,12954786,HiveServer2: Add more test to ZK service discovery using MiniHS2,vgumashta,vgumashta,Major,Closed,Fixed,30/Mar/16 22:07,19/Sep/17 18:25,
Bug,HIVE-13383,12954543,RetryingMetaStoreClient retries non retriable embedded metastore client ,thejas,thejas,Major,Closed,Fixed,30/Mar/16 07:11,26/Jul/17 03:30,
Bug,HIVE-13381,12954497,Timestamp & date should have precedence in type hierarchy than string group,ashutoshc,ashutoshc,Major,Closed,Fixed,30/Mar/16 02:01,29/Nov/16 15:49,
Bug,HIVE-13373,12954164,Use most specific type for numerical constants,ashutoshc,ashutoshc,Major,Closed,Fixed,29/Mar/16 01:35,21/Jun/16 15:16,
Bug,HIVE-13361,12953415,Orc concatenation should enforce the compression buffer size,prasanth_j,yeeza,Critical,Closed,Fixed,24/Mar/16 22:00,21/Jun/16 15:16,
Bug,HIVE-13335,12952662,tune TxnHandler.performTimeOuts() batch size,ekoifman,ekoifman,Major,Resolved,Fixed,23/Mar/16 01:25,21/Jul/17 17:45,
Bug,HIVE-13333,12952650,StatsOptimizer throws ClassCastException,pxiong,ashutoshc,Major,Closed,Fixed,23/Mar/16 00:34,21/Jun/16 15:43,
Bug,HIVE-13330,12952582,ORC vectorized string dictionary reader does not differentiate null vs empty string dictionary,prasanth_j,prasanth_j,Critical,Closed,Fixed,22/Mar/16 20:29,21/Jun/16 15:43,
Bug,HIVE-13326,12952246,HiveServer2: Make ZK config publishing configurable,vgumashta,vgumashta,Major,Closed,Fixed,21/Mar/16 23:18,21/Jun/16 15:43,
Bug,HIVE-13320,12952147,Apply HIVE-11544 to explicit conversions as well as implicit ones,ndembla,gopalv,Major,Closed,Fixed,21/Mar/16 19:14,21/Jun/16 15:43,
Bug,HIVE-13300,12951329,Hive on spark throws exception for multi-insert with join,szehon,szehon,Major,Closed,Fixed,17/Mar/16 20:37,21/Jun/16 15:43,
Bug,HIVE-13299,12951285,Column Names trimmed of leading and trailing spaces,pxiong,pxiong,Major,Closed,Fixed,17/Mar/16 18:26,21/Jun/16 15:44,
Bug,HIVE-13293,12950750,Cache RDD to improve parallel order by performance for HoS,lirui,Lifeng Wang,Major,Closed,Fixed,16/Mar/16 06:17,16/Dec/16 08:09,
Bug,HIVE-13286,12950134,Query ID is being reused across queries,aihuaxu,vikram.dixit,Critical,Closed,Fixed,15/Mar/16 01:06,21/Jun/16 15:44,
Bug,HIVE-13285,12950128,Orc concatenation may drop old files from moving to final path,prasanth_j,prasanth_j,Critical,Closed,Fixed,15/Mar/16 00:29,21/Jun/16 15:44,
Bug,HIVE-13280,12949946,Error when more than 1 mapper for HBase storage handler,damien.carol,damien.carol,Major,Resolved,Invalid,14/Mar/16 16:52,02/Oct/17 16:26,
Bug,HIVE-13261,12948940,Can not compute column stats for partition when schema evolves,pxiong,pxiong,Major,Closed,Fixed,10/Mar/16 22:58,21/Jun/16 15:43,
Bug,HIVE-13260,12948911,ReduceSinkDeDuplication throws exception when pRS key is empty,pxiong,pxiong,Major,Closed,Fixed,10/Mar/16 21:12,13/Aug/20 08:42,
Bug,HIVE-13240,12948251,GroupByOperator: Drop the hash aggregates when closing operator,gopalv,gopalv,Major,Closed,Fixed,09/Mar/16 02:29,21/Jun/16 15:43,
Bug,HIVE-13236,12948177,LLAP: token renewal interval needs to be set,sershe,sershe,Major,Closed,Fixed,08/Mar/16 21:51,21/Jun/16 15:44,
Bug,HIVE-13235,12948164,Insert from select generates incorrect result when hive.optimize.constant.propagation is on,aihuaxu,aihuaxu,Major,Resolved,Duplicate,08/Mar/16 21:26,03/May/16 13:58,
Bug,HIVE-13225,12947893,LLAP: Stripe metadata cache holds unreachable keys ,gopalv,gopalv,Major,Resolved,Invalid,08/Mar/16 03:28,08/Mar/16 20:16,
Bug,HIVE-13217,12947758,Replication for HoS mapjoin small file needs to respect dfs.replication.max,chinnalalam,szehon,Minor,Closed,Fixed,07/Mar/16 18:50,21/Jun/16 15:43,
Bug,HIVE-13216,12947615,ORC Reader will leave file open until GC when opening a malformed ORC file,sershe,melode11,Minor,Closed,Fixed,07/Mar/16 05:51,21/Jun/16 15:43,
Bug,HIVE-13201,12946650,Compaction shouldn't be allowed on non-ACID table,wzheng,wzheng,Major,Closed,Fixed,03/Mar/16 19:22,01/Oct/19 22:07,
Bug,HIVE-13200,12946595,Aggregation functions returning empty rows on partitioned columns,ychena,ychena,Major,Closed,Fixed,03/Mar/16 16:29,21/Jun/16 15:43,
Bug,HIVE-13191,12945921,DummyTable map joins mix up columns between tables,jcamacho,gopalv,Major,Closed,Fixed,01/Mar/16 19:29,27/Feb/24 22:23,
Bug,HIVE-13186,12945652,ALTER TABLE RENAME should lowercase table name and hdfs location,wzheng,wzheng,Major,Closed,Fixed,29/Feb/16 22:53,21/Jun/16 15:43,
Bug,HIVE-13175,12945148,Disallow making external tables transactional,wzheng,wzheng,Major,Closed,Fixed,27/Feb/16 01:26,15/Aug/16 08:09,
Bug,HIVE-13174,12945109,Remove Vectorizer noise in logs,wzheng,wzheng,Major,Closed,Fixed,26/Feb/16 23:34,21/Jun/16 15:43,
Bug,HIVE-13169,12944798,HiveServer2: Support delegation token based connection when using http transport,thejas,vgumashta,Major,Closed,Fixed,26/Feb/16 06:56,21/Jun/16 15:43,
Bug,HIVE-13163,12944734,"ORC MemoryManager thread checks are fatal, should WARN ",gopalv,gopalv,Major,Closed,Fixed,26/Feb/16 01:26,21/Jun/16 15:43,
Bug,HIVE-13159,12944685,TxnHandler should support datanucleus.connectionPoolingType = None,gates,sershe,Major,Closed,Fixed,25/Feb/16 22:20,01/Oct/19 22:07,
Bug,HIVE-13151,12944007,Clean up UGI objects in FileSystem cache for transactions,wzheng,wzheng,Major,Closed,Fixed,24/Feb/16 23:04,21/Jun/16 15:43,
Bug,HIVE-13144,12942966,HS2 can leak ZK ACL objects when curator retries to create the persistent ephemeral node,vgumashta,vgumashta,Major,Closed,Fixed,24/Feb/16 14:04,21/Jun/16 15:43,
Bug,HIVE-13141,12941664,"Hive on Spark over HBase should accept parameters starting with ""zookeeper.znode""",nemon,nemon,Minor,Closed,Fixed,24/Feb/16 07:54,21/Jun/16 15:43,
Bug,HIVE-13134,12941621,JDBC: JDBC Standalone should not be in the lib dir by default,gopalv,gopalv,Major,Closed,Fixed,24/Feb/16 03:04,27/Jan/17 02:44,
Bug,HIVE-13126,12941502,Clean up MapJoinOperator properly to avoid object cache reuse with unintentional states,wzheng,wzheng,Major,Closed,Fixed,23/Feb/16 19:03,21/Jun/16 15:44,
Bug,HIVE-13108,12940738,Operators: SORT BY randomness is not safe with network partitions,gopalv,gopalv,Major,Closed,Fixed,20/Feb/16 02:52,29/May/18 17:08,
Bug,HIVE-13105,12940724,LLAP token hashCode and equals methods are incorrect,sershe,sershe,Critical,Closed,Fixed,20/Feb/16 01:47,21/Jun/16 15:44,
Bug,HIVE-13101,12940671,NullPointerException in HiveLexer.g,sakinapelli,sakinapelli,Minor,Closed,Fixed,19/Feb/16 22:06,02/Nov/16 20:37,
Bug,HIVE-13096,12940523,Cost to choose side table in MapJoin conversion based on cumulative cardinality,jcamacho,jcamacho,Major,Closed,Fixed,19/Feb/16 14:41,27/Feb/24 22:23,
Bug,HIVE-13094,12940426,CBO: Assertion error  in Case expression,jcamacho,gopalv,Major,Closed,Fixed,19/Feb/16 08:33,27/Feb/24 22:23,
Bug,HIVE-13083,12940074,Writing HiveDecimal to ORC can wrongly suppress present stream,prasanth_j,yeeza,Major,Closed,Fixed,18/Feb/16 06:33,27/Dec/18 23:03,
Bug,HIVE-13082,12940060,Enable constant propagation optimization in query with left semi join,ctang,ctang,Major,Closed,Fixed,18/Feb/16 05:22,21/Jun/16 15:43,
Bug,HIVE-13071,12939775,Impossible cast from LongColumnVector to TimestampColumnVector in VectorColumnAssignFactory.buildObjectAssign method,mmccline,Jayer,Major,Resolved,Fixed,17/Feb/16 10:25,29/Mar/16 08:14,29/Feb/16 00:00
Bug,HIVE-13065,12939617,Hive throws NPE when writing map type data to a HBase backed table,ychena,ychena,Major,Closed,Fixed,16/Feb/16 21:11,16/Mar/18 11:40,
Bug,HIVE-13062,12939352,Hive metastore test failing,jcamacho,jcamacho,Major,Closed,Fixed,15/Feb/16 19:33,27/Feb/24 22:23,
Bug,HIVE-13042,12938552,OrcFiledump runs into an ArrayIndexOutOfBoundsException when running against old versions of ORC files,rajesh.balamohan,rajesh.balamohan,Major,Closed,Fixed,11/Feb/16 16:34,21/Jun/16 15:43,
Bug,HIVE-13039,12938335,BETWEEN predicate is not functioning correctly with predicate pushdown on Parquet table,ychena,ychena,Major,Closed,Fixed,10/Feb/16 21:06,21/Jun/16 15:44,
Bug,HIVE-13036,12938323,Split hive.root.logger separately to make it compatible with log4j1.x (for remaining services),prasanth_j,prasanth_j,Major,Closed,Fixed,10/Feb/16 20:38,21/Jun/16 15:43,
Bug,HIVE-13032,12938014,Hive services need HADOOP_CLIENT_OPTS for proper log4j2 initialization,prasanth_j,prasanth_j,Blocker,Closed,Fixed,09/Feb/16 22:14,02/Jun/16 10:14,
Bug,HIVE-13024,12937632,schematool does not log anywhere,prasanth_j,prasanth_j,Blocker,Closed,Fixed,08/Feb/16 20:52,16/Feb/16 23:51,
Bug,HIVE-13023,12937631,"Unable to create tables using ""STORED AS""",sershe,prasanth_j,Blocker,Resolved,Cannot Reproduce,08/Feb/16 20:50,08/Feb/16 22:33,
Bug,HIVE-12999,12936593,Tez: Vertex creation reduce NN IPCs,gopalv,gopalv,Major,Closed,Fixed,04/Feb/16 03:29,21/Jun/16 15:43,
Bug,HIVE-12996,12936527,Temp tables shouldn't be locked,wzheng,wzheng,Major,Closed,Fixed,03/Feb/16 23:08,21/Jun/16 15:43,
Bug,HIVE-12993,12936451,user and password supplied from URL is overwritten by the empty user and password of the JDBC connection string when it's calling from beeline,aihuaxu,aihuaxu,Major,Closed,Fixed,03/Feb/16 19:46,21/Jun/16 15:43,
Bug,HIVE-12992,12936436,Hive on tez: Bucket map join plan is incorrect,vikram.dixit,vikram.dixit,Major,Closed,Fixed,03/Feb/16 19:23,21/Jun/16 15:43,
Bug,HIVE-12981,12935943,ThriftCLIService uses incompatible getShortName() implementation,bolke,bolke,Critical,Closed,Fixed,02/Feb/16 12:01,10/Nov/16 01:12,
Bug,HIVE-12964,12935239,"TestOperationLoggingAPIWithMr,TestOperationLoggingAPIWithTez fail on branch-2.0 (with Java 7, at least)",prasanth_j,sershe,Major,Closed,Fixed,29/Jan/16 20:05,02/Jun/16 10:17,
Bug,HIVE-12947,12934602,SMB join in tez has ClassCastException when container reuse is on,vikram.dixit,vikram.dixit,Critical,Closed,Fixed,27/Jan/16 22:23,31/Mar/17 20:29,
Bug,HIVE-12945,12934550,Bucket pruning: bucketing for -ve hashcodes have historical issues,gopalv,gopalv,Critical,Closed,Fixed,27/Jan/16 19:08,02/Jun/16 10:17,
Bug,HIVE-12937,12934278,DbNotificationListener unable to clean up old notification events,sushanth,sushanth,Major,Closed,Fixed,26/Jan/16 23:19,01/Oct/19 22:06,
Bug,HIVE-12933,12934189,Beeline will hang when authenticating with PAM when libjpam.so is missing,aihuaxu,aihuaxu,Major,Closed,Fixed,26/Jan/16 18:51,21/Jun/16 15:53,
Bug,HIVE-12931,12934142,Shuffle tokens stay around forever in LLAP,sseth,sseth,Major,Closed,Fixed,26/Jan/16 16:00,16/Feb/16 23:50,
Bug,HIVE-12927,12934023,"HBase metastore: sequences should be one per row, not all in one row",gates,sershe,Critical,Closed,Fixed,26/Jan/16 02:31,01/Oct/19 22:06,
Bug,HIVE-12926,12934004,Another synchronization issue with tez/llap session pool in hs2,sershe,sseth,Critical,Closed,Fixed,26/Jan/16 00:59,02/Jun/16 10:17,
Bug,HIVE-12911,12933318,PPD might get exercised even when flag is false if CBO is on,jcamacho,jcamacho,Blocker,Closed,Fixed,22/Jan/16 11:24,27/Feb/24 22:23,
Bug,HIVE-12909,12933241,Some encryption q-tests fail because trash is disabled in encryption_with_trash.q,spena,spena,Major,Closed,Fixed,22/Jan/16 02:18,21/Jun/16 15:53,
Bug,HIVE-12905,12933159,Issue with mapjoin in tez under certain conditions,vikram.dixit,vikram.dixit,Blocker,Closed,Fixed,21/Jan/16 20:13,17/Mar/17 21:46,
