Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HIVE-28173,13574515,Issues with staging dirs with materialized views on HDFS encrypted table,scarlin,scarlin,Major,Resolved,Fixed,03/Apr/24 19:39,24/Sep/24 02:15,
Bug,HIVE-28166,13573968,Iceberg: Truncate on branch operates on the main table,ayushtkn,ayushtkn,Critical,Resolved,Fixed,30/Mar/24 13:27,24/Sep/24 02:15,
Bug,HIVE-28143,13572833,"After HIVE-27492 fix, some HPLSQL built-in functions like trim, lower are not working when used in insert statement.",Dayakar,Dayakar,Major,Resolved,Fixed,21/Mar/24 13:29,24/Sep/24 02:15,
Bug,HIVE-28123,13572227,Add Generated Protobuf code for 3.24.4 Upgrade,Indhumathi27,Indhumathi27,Major,Closed,Fixed,18/Mar/24 10:52,29/Mar/24 17:49,
Bug,HIVE-28121,13572026,Use direct SQL for transactional altering table parameter,lirui,lirui,Major,Resolved,Fixed,15/Mar/24 11:26,24/Sep/24 02:15,
Bug,HIVE-28009,13565223,Shared work optimizer ignores schema merge setting in case of virtual column difference,kkasa,kkasa,Major,Closed,Fixed,18/Jan/24 09:49,29/Mar/24 17:50,
Bug,HIVE-28006,13565043,Materialized view with aggregate function incorrectly shows it allows incremental rebuild,kkasa,kkasa,Major,Resolved,Fixed,17/Jan/24 09:00,23/Sep/24 11:24,
Bug,HIVE-27801,13554193,Exists subquery rewrite results in a wrong plan,dkuzmenko,dkuzmenko,Critical,Closed,Fixed,16/Oct/23 08:21,29/Mar/24 17:49,
Bug,HIVE-27649,13548552,Support ORDER BY clause in subqueries with set operators,nicolasrichard,nicolasrichard,Major,Closed,Fixed,24/Aug/23 18:40,29/Mar/24 17:49,
Bug,HIVE-27071,13524333,"Select query with LIMIT clause can fail if there are marker files like ""_SUCCESS"" and ""_MANIFEST""",ayushtkn,hemanth619,Major,Closed,Fixed,11/Feb/23 20:17,15/Aug/23 06:33,
Bug,HIVE-27063,13524082,LDAP+JWT auth forms not supported,ngangam,ngangam,Major,Closed,Fixed,09/Feb/23 20:29,15/Aug/23 06:33,
Bug,HIVE-26911,13516965,Renaming a translated external table with a specified location fails with 'location already exists' exception,hemanth619,hemanth619,Major,Closed,Fixed,06/Jan/23 03:52,15/Aug/23 06:33,
Bug,HIVE-26778,13505931,Pushdown Date data type to metastore via direct sql / JDO,srahman,srahman,Major,Resolved,Fixed,25/Nov/22 12:59,18/Apr/24 03:55,
Bug,HIVE-26767,13505385,Support for custom RDBMS is broken,tthorpeca,tthorpeca,Minor,Closed,Fixed,22/Nov/22 15:44,15/Aug/23 06:33,
Bug,HIVE-26508,13479507,Remove netty transitive dependencies from hcatalog and hbase pom files to avoid CVEs,hemanth619,hemanth619,Major,Resolved,Won't Fix,31/Aug/22 15:03,27/Jan/23 18:32,
Bug,HIVE-26415,13472424,Add epoch time in the information_schema.scheduled_executions view,shreenidhi,imkindia12,Major,Resolved,Fixed,20/Jul/22 08:50,18/Nov/22 05:18,05/Aug/22 00:00
Bug,HIVE-26339,13450562,Vectorized LIKE UDF optimization,ryu_kobayashi,ryu_kobayashi,Major,Resolved,Fixed,17/Jun/22 08:28,24/Sep/24 02:15,
Bug,HIVE-26268,13447071,Upgrade snappy-java to 1.1.8.4,slachiewicz,slachiewicz,Trivial,Closed,Fixed,26/May/22 18:39,16/Nov/22 13:50,
Bug,HIVE-26197,13442819,Hive - Upgrade Ant to 1.10.11 due to CVE-2021-36373 and CVE-2021-36374,danielzhu,danielzhu,Major,Closed,Fixed,02/May/22 16:14,16/Nov/22 13:50,
Bug,HIVE-26158,13440687,TRANSLATED_TO_EXTERNAL partition tables cannot query partition data after rename table,kgyrtkirk,sanguines,Major,Closed,Fixed,20/Apr/22 13:28,09/Dec/22 07:07,
Bug,HIVE-26036,13433679,NPE caused by getMTable() in ObjectStore,wechar,wechar,Minor,Closed,Fixed,14/Mar/22 15:57,17/Nov/22 08:48,
Bug,HIVE-26018,13432869,The result of UNIQUEJOIN on Hive on Tez is inconsistent with that of MR,seonggon,luguangming,Major,Resolved,Fixed,09/Mar/22 13:15,24/Sep/24 02:15,
Bug,HIVE-26017,13432843,Insert with partition value containing colon and space is creating partition having wrong value,maheshk114,maheshk114,Major,Resolved,Fixed,09/Mar/22 11:19,06/Dec/23 10:22,
Bug,HIVE-25986,13430718,Statement id is incorrect in case of load in path to MM table,asinkovits,asinkovits,Major,Closed,Fixed,25/Feb/22 15:05,17/Nov/22 08:48,
Bug,HIVE-25978,13430391,Attributes not removed from org.apache.hadoop.hive.common.metrics.MetricsMBeanImpl ,vcsomor,vcsomor,Minor,Resolved,Won't Fix,24/Feb/22 09:46,28/Feb/22 08:49,
Bug,HIVE-25973,13430169,JsonReporter and JsonFileMetricsReporter writing the same file,vcsomor,vcsomor,Major,Closed,Fixed,23/Feb/22 10:00,17/Nov/22 08:47,
Bug,HIVE-25964,13429030,Create iceberg table  with ranger authorization failed with storage URI NullPointerException ,zhangbutao,zhangbutao,Major,Closed,Fixed,17/Feb/22 08:51,17/Nov/22 08:48,
Bug,HIVE-25957,13428437,Fix password based authentication with SAML enabled,hsnusonic,hsnusonic,Major,Closed,Fixed,14/Feb/22 22:50,17/Nov/22 08:48,
Bug,HIVE-25926,13426372,Move all logging from AcidMetricService to AcidMetricLogger,vcsomor,vcsomor,Minor,Closed,Fixed,03/Feb/22 09:58,17/Nov/22 08:47,
Bug,HIVE-25917,13425827,Use default value for 'hive.default.nulls.last' when no config is available instead of false,asolimando,asolimando,Trivial,Closed,Fixed,31/Jan/22 16:55,17/Nov/22 08:48,
Bug,HIVE-25914,13425708,Cleaner updates Initiator cycle metric,vcsomor,vcsomor,Minor,Closed,Fixed,31/Jan/22 07:27,17/Nov/22 08:48,
Bug,HIVE-25912,13425620,Drop external table at root of s3 bucket throws NPE,fcbai,fcbai,Major,Closed,Fixed,30/Jan/22 07:37,17/Nov/22 08:48,14/Feb/22 00:00
Bug,HIVE-25907,13425138,IOW Directory queries fails to write data to final path when query result cache is enabled,srahman,srahman,Major,Closed,Fixed,27/Jan/22 10:54,16/Nov/22 13:50,
Bug,HIVE-25905,13425128,ORDER BY colName DESC does not honour 'hive.default.nulls.last' property in absence of NULLS_LAST/FIRST,asolimando,asolimando,Major,Resolved,Not A Bug,27/Jan/22 10:09,31/Jan/22 16:55,
Bug,HIVE-25853,13421308,Security Vulnerability CVE-2021-44832 log4j2 need upgrade to 2.17.1,luguangming,luguangming,Major,Closed,Duplicate,07/Jan/22 11:55,16/Nov/22 13:50,
Bug,HIVE-25825,13418590,upgrade log4j 2.16.0 to 2.17.0+ due to CVE-2021-45105,renjianting001,renjianting001,Major,Closed,Fixed,20/Dec/21 12:39,17/Nov/22 08:48,
Bug,HIVE-25811,13417719,Fix TestMiniLlapLocalCliDriver#testCliDriver[sysdb] caused by the HIVE-25737 ,vcsomor,vcsomor,Major,Closed,Invalid,15/Dec/21 13:05,16/Nov/22 13:50,
Bug,HIVE-25803,13417307,URL Mapping appends default Fs scheme even for LOCAL DIRECTORY ops,ayushtkn,ssulav,Critical,Closed,Fixed,14/Dec/21 07:51,29/Mar/24 17:49,
Bug,HIVE-25802,13417285,Log4j2 Vulnerability in Hive Storage API,,gupta.nikhil0007,Major,Closed,Fixed,14/Dec/21 06:13,16/Nov/22 13:50,
Bug,HIVE-25795,13416529,[CVE-2021-44228] Update log4j2 version to 2.15.0,jotamartos,gupta.nikhil0007,Critical,Closed,Fixed,10/Dec/21 10:51,17/Nov/22 08:47,
Bug,HIVE-25777,13415649,ACID: Pick the compactor transaction over insert dir,dkuzmenko,gopalv,Major,Resolved,Fixed,06/Dec/21 17:50,30/Aug/22 09:34,
Bug,HIVE-25774,13415489,Add ASF license for newly created files in standalone-metastore,dengzh,dengzh,Major,Closed,Fixed,06/Dec/21 03:32,17/Nov/22 08:47,
Bug,HIVE-25766,13415112,java.util.NoSuchElementException in HiveFilterProjectTransposeRule if predicate has no InputRef,asolimando,asolimando,Major,Closed,Fixed,02/Dec/21 18:31,17/Nov/22 08:47,
Bug,HIVE-25758,13414857,OOM due to recursive application of CBO rules,asolimando,asolimando,Major,Closed,Fixed,01/Dec/21 16:57,07/Jun/24 09:12,
Bug,HIVE-25757,13414825,Use cached database type to choose metastore backend queries,ychena,ychena,Major,Closed,Fixed,01/Dec/21 15:32,17/Nov/22 08:47,
Bug,HIVE-25749,13414352,Check if RelMetadataQuery.collations() returns null to avoid NPE,asolimando,asolimando,Major,Closed,Fixed,29/Nov/21 16:30,17/Nov/22 08:48,
Bug,HIVE-25746,13414325,Compaction Failure Counter counted incorrectly,vcsomor,vcsomor,Minor,Closed,Fixed,29/Nov/21 14:58,17/Nov/22 08:48,
Bug,HIVE-25734,13413479,Wrongly-typed constant in case expression leads to incorrect empty result,asolimando,asolimando,Major,Closed,Fixed,23/Nov/21 21:10,17/Nov/22 08:47,
Bug,HIVE-25716,13412288,Fix flaky test TestCompactionMetrics#testOldestReadyForCleaningAge,vcsomor,klcopp,Major,Closed,Fixed,17/Nov/21 14:48,17/Nov/22 08:48,
Bug,HIVE-25675,13410245,Intermittent PSQLException when trying to connect to Postgres in tests,zabetak,zabetak,Major,Closed,Fixed,05/Nov/21 12:28,17/Nov/22 08:47,
Bug,HIVE-25659,13408926,Metastore direct sql queries with IN/(NOT IN) should be split based on max parameters allowed by SQL DB,gupta.nikhil0007,gupta.nikhil0007,Minor,Closed,Fixed,28/Oct/21 14:34,17/Nov/22 08:47,
Bug,HIVE-25646,13408311,Thrift metastore URI reverse resolution could fail in some environments,prasanth_j,prasanth_j,Major,Closed,Fixed,25/Oct/21 21:25,17/Nov/22 08:48,
Bug,HIVE-25626,13407381,CBO fails when JDBC table specifies password via dbcp.password.uri,chiran54321,chiran54321,Major,Closed,Fixed,19/Oct/21 20:26,17/Nov/22 08:48,
Bug,HIVE-25621,13407146,Alter table partition compact/concatenate commands should send HivePrivilegeObjects for Authz,hemanth619,hemanth619,Major,Closed,Fixed,18/Oct/21 19:41,16/Nov/22 13:50,
Bug,HIVE-25605,13405681,JdbcStorageHandler Create table fails when hive.sql.schema is specified and is not the default one,chiran54321,chiran54321,Major,Resolved,Duplicate,08/Oct/21 20:11,09/Oct/21 17:13,
Bug,HIVE-25582,13404395,Empty result when using offset limit with MR,dengzh,dengzh,Major,Closed,Fixed,01/Oct/21 00:54,17/Nov/22 08:48,
Bug,HIVE-25577,13404074,unix_timestamp() is ignoring the time zone value,ashish-kumar-sharma,ashish-kumar-sharma,Minor,Closed,Fixed,29/Sep/21 13:29,17/Nov/22 08:47,
Bug,HIVE-25570,13403994,Hive should send full URL path for authorization for the command insert overwrite location,hemanth619,hemanth619,Major,Closed,Fixed,29/Sep/21 04:19,17/Nov/22 08:47,
Bug,HIVE-25547,13402730,ALTER VIEW AS SELECT statement should create authorizable events in HiveServer2,hemanth619,hemanth619,Major,Closed,Fixed,22/Sep/21 15:55,11/May/23 16:59,
Bug,HIVE-25538,13402159,CommitTxn replay failing during incremental run,ayushtkn,ayushtkn,Critical,Resolved,Fixed,20/Sep/21 11:23,01/Oct/21 09:39,
Bug,HIVE-25530,13401676,AssertionError when query involves multiple JDBC tables and views,soumyakanti.das,zabetak,Major,Closed,Fixed,16/Sep/21 14:27,17/Nov/22 08:47,
Bug,HIVE-25408,13392631,AlterTableSetOwnerAnalyzer should send Hive Privilege Objects for Authorization. ,hemanth619,hemanth619,Major,Resolved,Fixed,29/Jul/21 23:28,12/Oct/21 21:50,
Bug,HIVE-25386,13391804,hive-storage-api should not have guava compile dependency,dongjoon,dongjoon,Blocker,Resolved,Fixed,26/Jul/21 06:45,29/Jul/21 00:20,
Bug,HIVE-25384,13391787,Bump ORC to 1.6.9,dongjoon,dongjoon,Major,Closed,Fixed,26/Jul/21 05:33,22/Nov/22 10:49,
Bug,HIVE-25316,13388426,Map partition key columns when pushing TNK op through select,kkasa,zabetak,Major,Resolved,Fixed,08/Jul/21 16:14,13/Jul/21 10:35,
Bug,HIVE-25299,13386694,Casting timestamp to numeric data types is incorrect for non-UTC timezones,adeshrao,adeshrao,Major,Closed,Fixed,30/Jun/21 06:50,07/Nov/23 00:19,
Bug,HIVE-25268,13384570,date_format udf returns wrong results for dates prior to 1900 if the local timezone is other than UTC,gupta.nikhil0007,gupta.nikhil0007,Major,Closed,Fixed,18/Jun/21 16:49,08/Sep/23 08:14,
Bug,HIVE-25242,13383682, Query performs extremely slow with hive.vectorized.adaptor.usage.mode = chosen,amagyar,amagyar,Major,Closed,Fixed,14/Jun/21 08:23,17/Nov/22 08:48,
Bug,HIVE-25188,13381693,JsonSerDe: Unable to read the string value from a nested json,dengzh,dengzh,Major,Resolved,Not A Problem,02/Jun/21 12:30,20/Sep/21 16:00,
Bug,HIVE-25163,13380483,UnsupportedTemporalTypeException when starting llap,stoty,stoty,Major,Closed,Fixed,26/May/21 07:24,17/Nov/22 08:47,
Bug,HIVE-25150,13379787,Tab characters are not removed before decimal conversion similar to space character which is fixed as part of HIVE-24378,tarak271,tarak271,Major,Closed,Fixed,21/May/21 14:24,17/Nov/22 08:47,
Bug,HIVE-25117,13378477,Vector PTF ClassCastException with Decimal64,rameshkumar,pgaref,Major,Closed,Fixed,14/May/21 12:04,17/Nov/22 08:47,
Bug,HIVE-25009,13372110,Compaction worker and initiator version check can cause NPE if the COMPACTION_QUEUE is empty,asinkovits,asinkovits,Major,Closed,Fixed,13/Apr/21 19:07,17/Nov/22 08:47,
Bug,HIVE-24957,13368649,Wrong results when subquery has COALESCE in correlation predicate,zabetak,zabetak,Major,Closed,Fixed,30/Mar/21 13:10,17/Nov/22 08:47,
Bug,HIVE-24951,13368057,Table created with Uppercase name using CTAS does not produce result for select queries,Rajkumar Singh,Rajkumar Singh,Major,Closed,Fixed,27/Mar/21 06:18,17/Nov/22 08:48,
Bug,HIVE-24944,13367753,"When the default engine of the hiveserver is MR and the tez engine is set by the client, the client TEZ progress log cannot be printed normally",zhangqidong,zhangqidong,Major,Resolved,Fixed,26/Mar/21 02:37,05/Sep/21 00:10,
Bug,HIVE-24928,13367179,In case of non-native tables use basic statistics from HiveStorageHandler,lpinter,lpinter,Major,Closed,Fixed,24/Mar/21 08:18,04/Jun/23 15:08,
Bug,HIVE-24902,13365987,Incorrect result after fold CASE into COALESCE,nemon,nemon,Major,Closed,Fixed,18/Mar/21 04:03,17/Nov/22 08:48,
Bug,HIVE-24898,13365923,Beeline does not honor the credential provided in property-file,Rajkumar Singh,Rajkumar Singh,Major,Closed,Fixed,17/Mar/21 19:21,17/Nov/22 08:48,
Bug,HIVE-24882,13364739,Compaction task reattempt fails with FileAlreadyExistsException for DeleteEventWriter,nareshpr,nareshpr,Major,Closed,Fixed,12/Mar/21 23:40,17/Nov/22 08:48,
Bug,HIVE-24876,13363928,Disable /longconf.jsp page on HS2 web UI for non admin users,hemanth619,hemanth619,Major,Closed,Fixed,11/Mar/21 18:56,17/Nov/22 08:48,
Bug,HIVE-24851,13362632,resources leak on exception in AvroGenericRecordReader constructor,losipiuk,losipiuk,Major,Closed,Fixed,05/Mar/21 15:35,21/Oct/22 06:54,
Bug,HIVE-24849,13362431,Create external table socket timeout when location has large number of files,glapark,maxmithun,Major,Closed,Fixed,04/Mar/21 23:21,17/Nov/22 08:48,
Bug,HIVE-24809,13360132,Build failure while resolving javax.el dependency,zabetak,zabetak,Major,Closed,Fixed,22/Feb/21 15:16,12/Apr/23 10:04,
Bug,HIVE-24803,13359995,WorkloadManager doesn't update allocation and metrics after Kill Trigger action,gupta.nikhil0007,gupta.nikhil0007,Major,Closed,Fixed,22/Feb/21 04:28,17/Nov/22 08:48,
Bug,HIVE-24786,13358849,JDBC HttpClient should retry for idempotent and unsent http methods,prasanth_j,prasanth_j,Major,Closed,Fixed,16/Feb/21 11:51,29/Nov/22 10:22,
Bug,HIVE-24751,13357484,"Kill trigger in workload manager fails with ""No privilege"" exception when authorization is disabled.",gupta.nikhil0007,gupta.nikhil0007,Major,Closed,Fixed,08/Feb/21 09:45,17/Nov/22 08:47,
Bug,HIVE-24691,13354929,Ban commons-logging (again),zmatyus,zmatyus,Minor,Resolved,Fixed,27/Jan/21 12:29,02/Feb/21 15:36,
Bug,HIVE-24606,13351093,Multi-stage materialized CTEs can lose intermediate data,okumin,okumin,Major,Closed,Fixed,08/Jan/21 13:50,29/Mar/24 17:50,
Bug,HIVE-24579,13348853,Incorrect Result For Groupby With Limit,kkasa,nemon,Major,Closed,Fixed,04/Jan/21 03:40,17/Nov/22 08:48,
Bug,HIVE-24570,13347870,Hive on spark tmp file should be delete when driver process finished,fsilent,fsilent,Major,Closed,Fixed,25/Dec/20 11:51,17/Nov/22 08:48,
Bug,HIVE-24550,13346455,Cleanup only transaction information for the current DriverContext,pvargacl,jfs,Major,Closed,Fixed,16/Dec/20 23:14,17/Nov/22 08:47,
Bug,HIVE-24530,13345878,Potential NPE in FileSinkOperator.closeRecordwriters method,kuczoram,kuczoram,Major,Closed,Fixed,14/Dec/20 14:56,17/Nov/22 08:47,
Bug,HIVE-24523,13345408,Vectorized read path for LazySimpleSerde does not honor the SERDEPROPERTIES for timestamp,nareshpr,Rajkumar Singh,Major,Closed,Fixed,11/Dec/20 00:07,17/Nov/22 08:47,
Bug,HIVE-24514,13345227,UpdateMDatabaseURI does not update managed location URI,prasanth_j,prasanth_j,Major,Resolved,Fixed,10/Dec/20 09:09,24/Feb/21 17:13,
Bug,HIVE-24501,13344777,UpdateInputAccessTimeHook should not update stats,prasanth_j,prasanth_j,Major,Closed,Fixed,08/Dec/20 10:12,17/Nov/22 08:48,
Bug,HIVE-24446,13343326,Materialized View plan alters explicit cast type in query,kkasa,kkasa,Major,Closed,Fixed,30/Nov/20 14:28,17/Nov/22 08:47,
Bug,HIVE-24345,13338389,Re-enable flaky test: TestCleanupService#testEventualCleanupService_finishesCleanupBeforeExit,mustafaiman,klcopp,Major,Closed,Fixed,02/Nov/20 10:29,17/Nov/22 08:48,
Bug,HIVE-24322,13337710,"In case of direct insert, the attempt ID has to be checked when reading the manifest files",kuczoram,kuczoram,Major,Closed,Fixed,28/Oct/20 17:09,17/Nov/22 13:14,
Bug,HIVE-24293,13336584,Integer overflow in llap collision mask,asinkovits,asinkovits,Major,Closed,Fixed,21/Oct/20 21:10,17/Nov/22 08:48,
Bug,HIVE-24256,13334814,REPL LOAD fails because of unquoted column name,vavramenko,vavramenko,Major,Closed,Fixed,10/Oct/20 14:52,17/Nov/22 08:47,
Bug,HIVE-24213,13330150,Incorrect exception in the Merge MapJoinTask into its child MapRedTask optimizer,zmatyus,zmatyus,Minor,Closed,Fixed,30/Sep/20 11:12,17/Nov/22 08:48,
Bug,HIVE-24198,13329214,Map side SMB join is producing wrong result,maheshk114,maheshk114,Major,Resolved,Fixed,24/Sep/20 13:10,26/Sep/20 11:25,
Bug,HIVE-24165,13327552,CBO: Query fails after multiple count distinct rewrite ,nemon,nemon,Major,Resolved,Invalid,15/Sep/20 01:40,23/Oct/20 06:42,
Bug,HIVE-24147,13327006,Table column names are not extracted correctly in Hive JDBC storage handler,jcamacho,jcamacho,Major,Closed,Fixed,11/Sep/20 05:32,27/Feb/24 22:24,
Bug,HIVE-24097,13325392,correct NPE exception in HiveMetastoreAuthorizer,samuelan,samuelan,Minor,Closed,Fixed,31/Aug/20 20:37,17/Nov/22 08:48,
Bug,HIVE-24070,13324409,ObjectStore.cleanWriteNotificationEvents OutOfMemory on large number of pending events,rameshkumar,rameshkumar,Major,Closed,Duplicate,25/Aug/20 08:01,16/Nov/22 13:50,
Bug,HIVE-24068,13324340,Add re-execution plugin for handling DAG submission and unmanaged AM failures,prasanth_j,prasanth_j,Major,Closed,Fixed,24/Aug/20 21:33,17/Nov/22 08:47,
Bug,HIVE-24030,13322151,Upgrade ORC to 1.5.10,dongjoon,dongjoon,Major,Closed,Fixed,11/Aug/20 23:28,17/Nov/22 08:48,
Bug,HIVE-24020,13321742,Automatic Compaction not working in existing partitions for Streaming Ingest with Dynamic Partition,vpnvishv,vpnvishv,Major,Closed,Fixed,10/Aug/20 07:07,17/Nov/22 08:48,
Bug,HIVE-23968,13320444,CTAS with TBLPROPERTIES ('transactional'='false') does not entertain translated table location,Rajkumar Singh,Rajkumar Singh,Major,Closed,Duplicate,31/Jul/20 17:22,16/Nov/22 13:50,
Bug,HIVE-23962,13320309,Make bin/hive pick user defined jdbc url ,ngangam,Xiaomeng Zhang,Major,Closed,Fixed,31/Jul/20 03:19,17/Nov/22 08:48,
Bug,HIVE-23925,13319127,Flaky test TestJdbcWithMiniHS2,ashish-kumar-sharma,kgyrtkirk,Major,Closed,Fixed,24/Jul/20 09:05,17/Nov/22 08:48,
Bug,HIVE-23887,13318415,Reset table level basic/column stats during import.,ashish-kumar-sharma,ashish-kumar-sharma,Minor,Closed,Fixed,21/Jul/20 07:36,17/Nov/22 08:47,
Bug,HIVE-23851,13316900,MSCK REPAIR Command With Partition Filtering Fails While Dropping Partitions,srahman,srahman,Major,Closed,Fixed,15/Jul/20 11:13,17/Nov/22 08:48,
Bug,HIVE-23763,13313465,Query based minor compaction produces wrong files when rows with different buckets Ids are processed by the same FileSinkOperator,kuczoram,kuczoram,Major,Closed,Fixed,25/Jun/20 14:51,17/Nov/22 08:47,
Bug,HIVE-23752,13313116,Cast as Date for invalid date produce the valid output,ashish-kumar-sharma,Rajkumar Singh,Major,Resolved,Duplicate,23/Jun/20 22:08,26/Jul/21 05:06,
Bug,HIVE-23582,13308418,LLAP: Make SplitLocationProvider impl pluggable,prasanth_j,prasanth_j,Major,Closed,Fixed,29/May/20 23:57,17/Nov/22 08:48,
Bug,HIVE-23580,13308327,"deleteOnExit set is not cleaned up, causing memory pressure",amagyar,amagyar,Major,Closed,Fixed,29/May/20 13:26,17/Nov/22 08:48,
Bug,HIVE-23442,13304178,ACID major compaction doesn't read base directory correctly if it was written by insert overwrite,kuczoram,kuczoram,Major,Closed,Fixed,11/May/20 18:20,17/Nov/22 08:48,
Bug,HIVE-23423,13303717,Check of disabling hash aggregation ignores grouping set,gopalv,ndembla,Major,Closed,Fixed,08/May/20 19:26,17/Nov/22 08:48,
Bug,HIVE-23408,13303524,Hive on Tez :  Kafka storage handler broken in secure environment,abstractdog,Rajkumar Singh,Major,Closed,Fixed,08/May/20 02:00,17/Nov/22 08:50,
Bug,HIVE-23358,13302484,MSCK REPAIR should remove all insignificant zeroes from numeric partition values,adeshrao,adeshrao,Minor,Closed,Fixed,03/May/20 04:59,17/Nov/22 08:51,
Bug,HIVE-23345,13302111,INT64 Parquet timestamps cannot be read into bigint Hive type,pgaref,kuczoram,Major,Closed,Fixed,30/Apr/20 14:25,17/Nov/22 08:50,
Bug,HIVE-23339,13302078,SBA does not check permissions for DB location specified in Create or Alter database query,ShubhamChaurasia,rtrivedi12,Critical,Closed,Fixed,30/Apr/20 12:27,17/Nov/22 08:49,
Bug,HIVE-22988,13290020,LLAP: If consistent splits is disabled ordering instances is not required,prasanth_j,prasanth_j,Major,Closed,Fixed,06/Mar/20 10:18,17/Nov/22 08:51,
Bug,HIVE-22982,13289799,TopN Key efficiency check might disable filter too soon,amagyar,amagyar,Major,Closed,Fixed,05/Mar/20 13:03,17/Nov/22 08:50,
Bug,HIVE-22961,13289030,Drop function in Hive should not send request for drop database to Ranger plugin. ,rtrivedi12,samuelan,Major,Closed,Fixed,02/Mar/20 19:26,29/Mar/24 17:49,31/Mar/20 00:00
Bug,HIVE-22955,13288637,PreUpgradeTool can fail because access to CharsetDecoder is not synchronized,ghanko,ghanko,Major,Resolved,Fixed,02/Mar/20 08:24,25/Mar/20 09:29,
Bug,HIVE-22951,13288437,Fix invalid repo url in pom,zhangbutao,zhangbutao,Major,Closed,Fixed,29/Feb/20 09:14,17/Nov/22 08:50,
Bug,HIVE-22950,13288436,Fix invalid repo url in pom,zhangbutao,zhangbutao,Major,Resolved,Duplicate,29/Feb/20 09:13,29/Feb/20 10:22,
Bug,HIVE-22948,13288429,QueryCache: Treat query cache locations as temporary storage,gopalv,gopalv,Major,Closed,Fixed,29/Feb/20 05:09,17/Nov/22 08:50,
Bug,HIVE-22903,13286010,Vectorized row_number() resets the row number after one batch in case of constant expression in partition clause,ShubhamChaurasia,ShubhamChaurasia,Major,Closed,Fixed,18/Feb/20 14:48,17/Nov/22 08:50,
